Hospital_Name (clean),Hospital Name rev 2,Country
"RS BEDAH SURABAYA , SURABAYA, Indonesia",RS BEDAH SURABAYA,Indonesia
"RS dr. Purnomo Limanto,JAWA TIMUR,INDONESIA",DR Purnomo Limanto,Indonesia
"RS BUNDA JAKARTA IA, JAKARTA PUSAT, Indonesia",RS BUNDA JAKARTA,Indonesia
"RS PRODIA, LABORATORIUM CLINIC PURI INDAH JAKARTA",PRODIA,Indonesia
"RS HN TAY ROBOTIC SURGERY,SINGAPORE,SINGAPORE",HN TAY ROBOTIC SURGERY SINGAPORE,Singapore
"RS TOTAL EYECARE CENTER,SINGAPORE,SINGAPORE",TOTAL EYECARE CENTER SINGAPORE,Singapore
"RS APOTEK ARAYA II,MALANG,INDONESIA",APOTEK ARAYA II,Indonesia
"RS PRODIA, LABORATORIUM CLINIC MALANG, MALANG, Ind",PRODIA,Indonesia
"RS RSIA. CATHERINE BOOTH, MAKASSAR,INDONESIA",RSIA CARTHERINE BOOTH,Indonesia
"RS MAYAPADA HOSPITAL MODERLAND TANGERANG , TANGERA",MAYAPADA HOSPITAL TANGERANG,Indonesia
"RS TOH KHAI LEEROLOGY CLINIC Pte Ltd,SINGAPORE,SIN","TOH KHAI LEEROLOGY CLINIC Pte Ltd,SINGAPORE",Singapore
RS Luke Tan Ent-Head Neck CAncer and Thyoid Surge,LUKE TAN ENT HEAD NECK SINUS THYROID SURGERY,Singapore
"RS HERMINA PANDANARAN SEMARANG , SEMARANG, Indones",RS HERMINA PANDANARAN,Indonesia
"RS ONKOLOGI SURABAYA , SURABAYA, Indonesia",RS ONKOLOGI SURABAYA,Indonesia
"RS ADI HUSADANDAAN WETAN SURABAYA , SURABAYA, Indo",RS ADI HUSADA UNDAAN WETAN,Indonesia
"RS DHARMAHUSADA,SURABAYA,INDONESIA",RS DHARMA HUSADA,Indonesia
"RS JEC MENTENG , JAKARTA PUSAT, Indonesia",JAKARTA EYE CENTER (JEC) MENTENG,Indonesia
"RS BALI INTERNATIONAL MEDICAL CENTRE (BIMC) KUTA ,",RS BIMC (BALI INTERNATIONAL MEDICAL CENTRE) KUTA,Indonesia
"RS PURI CINERE DEPOK , DEPOK, Indonesia",RS PURI CINERE,Indonesia
"RS PGI CIKINI JAKARTA PUSAT , JAKARTA PUSAT, Indon",RS PGI CIKINI,Indonesia
"RS MITRA KELUARGA WARU , SIDOARJO, Indonesia",MITRA KELUARGA WARU,Indonesia
"RS PARKWAY CANCER CENTRE,SINGAPORE,SINGAPORE",PARKWAY CANCER CENTRE SINGAPORE,Singapore
"RS RSUI ORPEHA,TULUNGAGUNG,INDONESIA",RSI ORPEHA,Indonesia
"LABORATORIUM KLINIK SIMA,MALANG,INDONESIA",LABORATORIUM KLINIK SIMA,Indonesia
"RS RSU. MITRA HUSADA MAKASSAR,MAKASSAR,INDONESIA",RS MITRA HUSADA MAKASSAR,Indonesia
RS DR. S. GOZALI MBBS MRCOG OBSTETRICIAN GYNAECOLO,DR S GOZALI MBBS MRCOG SPOG,Indonesia
"RS AMPANG ENDOSCOPY CENTRE SDN BHD,KUALA LUMPUR, M",AMPANG ENDOSCOPY CENTRE SDN BHD MALAYSIA,Malaysia
"RS DARMO SURABAYA , SURABAYA, Indonesia",RS DARMO SURABAYA,Indonesia
"RS Clinic Dr. Sander Jakarta Selatan,JAKARTA,INDON",RS DR SANDER,Indonesia
"RS KURNIA CILEGON , CILEGON, Indonesia",RS KURNIA CILEGON,Indonesia
"RS AWAL BROS TANGERANG , TANGERANG, Indonesia",RS AWAL BROS TANGERANG,Indonesia
"RS UNIVERSITAS KRISTEN INDONESIA JAKARTA TIMUR , J",RS UNIVERSITAS KRISTEN INDONESIA,Indonesia
"RS SURYA HUSADA DENPASAR , DENPASAR, Indonesia",RS SURYA HUSADA DENPASAR,Indonesia
"RS KALIWATES JEMBER , JEMBER, Indonesia",RS KALIWATES JEMBER,Indonesia
"RS AWAL BROS BATAM , BATAM, Indonesia",RS AWAL BROS BATAM,Indonesia
"RS YPK MANDIRI JAKARTA PUSAT IA, JAKARTA PUSAT, In",RS YPK MANDIRI,Indonesia
"RS ROYAL PROGRESS JAKARTATARA , JAKARTATARA, Indon",ROYAL PROGRESS INTERNATIONAL HOSPITAL,Indonesia
"RS SILOAM DHIRGA SURYA , MEDAN, Indonesia",RS DHIRGA SURYA,Indonesia
"RS EH Heart Specialist Provate Limited,SINGAPORE,S",EH HEART SPECIALIST PRIVATE LIMITED SINGAPORE,Singapore
"RS AMPANG ENDOSCOPY CENTRE SDN BHD,KUALA LUMPUR,MA",AMPANG ENDOSCOPY CENTRE SDN BHD MALAYSIA,Malaysia
"RS Rs. Orthopedi traumatology surabaya,SURABAYA,IN",RS ORTHOPEDI & TRAUMATOLOGY SURABAYA,Indonesia
"RS ORTHOPEDI TRAUMATOLOGY SURABAYA,SURABAYA,INDONE",RS ORTHOPEDI & TRAUMATOLOGY SURABAYA,Indonesia
"RS MITRA KELUARGA DEPOK , DEPOK, Indonesia",MITRA KELUARGA DEPOK,Indonesia
"RS CIPUTRA CITRA GARDEN , JAKARTA BARAT, Indonesia",CIPUTRA HOSPITAL CITRA GARDEN CITY,Indonesia
"RS AWAL BROS PEKANBARU , PEKANBARU, Indonesia",RS AWAL BROS PEKANBARU,Indonesia
"RS HAJI JAKARTA-PONDOK GEDE,JAKARTA,INDONESIA",RS HAJI PONDOK GEDE JAKARTA,Indonesia
"RS JOY LEE BREAST GENERAL SURGERY, Pte Ltd,SINGAPO",JOY LEE BREAST GENERAL SURGERY Pte Ltd SINGAPORE,Singapore
"RS GLAD CLINIC, SINGAPORE,SINGAPORE",GLAD CLINIC SINGAPORE,Singapore
RS THE S'PORE GASTROENTEROLOGY LIVER INTERNIST CEN,SINGAPORE GASTROENTEROLOGY & LIVER INTERNIST CENTRE,Singapore
"RS RESTU IBU BALIKPAPAN, BALIKPAPAN, Indonesia",RS RESTU IBU BALIKPAPAN,Indonesia
"RS BS OOI COLORECTAL SURGERY PTE LTD,SINGAPORE,SIN",BS OOI COLORECTAL SURGERY PTE LTD SINGAPORE,Singapore
"RS BETHSAIDA HOSPITAL , TANGERANG, Indonesia",RS BETHSAIDA,Indonesia
"RS BOGOR MEDICAL CENTER BOGOR , BOGOR, Indonesia",RS BOGOR MEDICAL CENTER BOGOR,Indonesia
"RS DELTA SURYA SIDOARJO , SIDOARJO, Indonesia",RS DELTA SURYA SIDOARJO,Indonesia
"RS MAYAPADA HOSPITAL JAKARTA SELATAN , JAKARTA SEL",MAYAPADA HOSPITAL JAKARTA SELATAN (MHJS),Indonesia
"RS PURI MALANG IA, MALANG, Indonesia",RSIA PURI MALANG,Indonesia
"RS Apotik Kenjeran,SURABAYA,INDONESIA",APOTEK KENJERAN,Indonesia
"RS DR. CHELY GUNAWAN,SpA,SURABAYA,INDONESIA",DR CHELY GUNAWAN SpA,Indonesia
"RS APOTEK ROXY,JAKARTA BARAT,INDONESIA",APOTEK ROXY,Indonesia
"RS DIAGNOSTIKA LAB KLINIS-X-RAY-EKG,JAKARTA,INDONE",RS DIAGNOSTIKA LABORATORIUM KLINIS,Indonesia
"LABORATORIUM KLINIK PRAMITA, SURABAYA,INDONESIA",LABORATORIUM DAN KLINIK PRAMITA,Indonesia
"RS RSIA CHATERINE BOOTH MAKASSAR,MAKASSAR,INDONESI",RSIA CARTHERINE BOOTH,Indonesia
"RS RS. HERMINA BALIKPAPAN,BALIKPAPAN,INDONESIA",RS HERMINA BALIKPAPAN,Indonesia
LABORATORIUM KLINIK PRATAMA BALIKAPAPAN,LAB KLINIK PRATAMA,Indonesia
"RS Santa Maria Pekanbaru,PEKANBARU,INDONESIA",RS SANTA MARIA PEKANBARU,Indonesia
"RS THOMSON MEDICAL CENTRE (TMC), SINGAPORE, Singap",THOMSON MEDICAL CENTRE SINGAPORE,Singapore
"RS ABDI WALUYO JAKARTA PUSAT , JAKARTA PUSAT, Indo",RS ABDI WALUYO,Indonesia
"RS PRODIA, LABORATORIUM CLINIC PANAKUKANG MAKASSAR",PRODIA,Indonesia
RS The S'pore Gastroentorology Liver Internist Cen,SINGAPORE GASTROENTEROLOGY & LIVER INTERNIST CENTRE,Singapore
"RS ORTHOPAEDIC AND SPINE CLINIC Pte.Ltd,SINGAPORE,",ORTHOPAEDIC AND SPINE CLINIC PTE LTD,Singapore
"RS GRAND FAMILY JAKARTATARA , JAKARTATARA, Indones",RS GRAND FAMILY JAKARTA UTARA,Indonesia
"RS MITRA KELUARGA CIBUBUR , JAKARTA TIMUR, Indones",MITRA KELUARGA CIBUBUR,Indonesia
"RS HUSADATAMA SURABAYA , SURABAYA, Indonesia",RS HUSADA UTAMA SURABAYA,Indonesia
"RS HUSADA BUNDA MALANG, MALANG, Indonesia",RS HUSADA BUNDA,Indonesia
"RS HERMINA TANGERANG , TANGERANG, Indonesia",RS HERMINA TANGERANG,Indonesia
"RS ROYAL SURABAYA , SURABAYA, Indonesia",RS ROYAL SURABAYA,Indonesia
"RS ST ELISABETH SEMARANG , SEMARANG, Indonesia",RS ST ELISABETH SEMARANG,Indonesia
"RS GLENEAGLES MEDICAL CENTRE, PENANG, PENANG, Mala",GLENEAGLES HOSPITAL PENANG,Malaysia
"RS SMG ORTHOPAEDIC GROUP PTE LTD,SINGAPORE,SINGAPO",SMG ORTHOPAEDIC GROUP PTE LTD SINGAPORE,Singapore
"RS THE HEART CLINIC Pte Ltd,SINGAPORE,SINGAPORE",THE HEART CLINIC PTE LTD,Singapore
"RS Dr Lim Jit Kheng,SINGAPORE,SINGAPORE",DR LIM JIT KHENG SINGAPORE,Singapore
"RS Apotik Setya Farma,SURABAYA,INDONESIA",APOTEK SETYA FARMA,Indonesia
"RS Dr. Pangestu Adi, SpPD,SURABAYA,INDONESIA",DR PANGESTU ADI SPPD,Indonesia
"RS ST DAMIAN LEWOLEBA,NTT,INDONESIA",RS ST DAMIAN LEWOLEBA,Indonesia
"RS PANTI WILASA CITARUM SEMARANG , SEMARANG, Indon",RS PANTI WILASA CITARUM,Indonesia
"RS Apotek kharisma,SURABAYA,INDONESIA",APOTEK KHARISMA,Indonesia
"RS Prof. DR. Dr. GATUT SUHENDRO,SURABAYA,INDONESIA",Prof DR Dr GATUT SUHENDRO,Indonesia
"RS MUTIARA BUNDA MALANG IA, MALANG, Indonesia",RSIA MUTIARA BUNDA MALANG,Indonesia
"RS Thomson women cancer center,SINGAPORE,SINGAPORE",THOMSON WOMEN CANCER CENTER SINGAPORE,Singapore
"RS COLUMBIA ASIA SEMARANG , SEMARANG, Indonesia",COLUMBIA ASIA SEMARANG,Indonesia
"RS MEDI-RAD ASSOCIATES LTD- Radiologic Clinic,SING",MEDIRAD ASSOCIATES LTD SINGAPORE,Singapore
"RS ORTHOPAEDIC ASSOCIATES,SINGAPORE,SINGAPORE",ORTHOPAEDIC ASSOCIATES SINGAPORE,Singapore
"RS MITRA PLUMBON,CIREBON.INDONESIA",RS MITRA PLUMBON,Indonesia
"RS KASIH IBU TEUKUMAR DENPASAR , DENPASAR, Indones",RS KASIH IBU TEUKU UMAR DENPASAR,Indonesia
"RS SILOAM HOSPITALS KUPANG , KUPANG, Indonesia",SILOAM HOSPITAL KUPANG,Indonesia
"RS CIPUTRA TANGERANG , TANGERANG, Indonesia",CIPUTRA HOSPITAL CITRA RAYA TANGERANG,Indonesia
"RS OMNI INTERNATIONAL SERPONG , TANGERANG, Indones",OMNI HOSPITAL ALAM SUTERA,Indonesia
"RS SATYA NEGARA SUNTER JAKARTATARA , JAKARTATARA,",RS SATYA NEGARA SUNTER JAKARTA,Indonesia
"RS KHUSUS BEDAH HALMAHERA SIAGA BANDUNG , BANDUNG,",RS KHUSUS BEDAH HALMAHERA SIAGA,Indonesia
"RS RSU AULIA BLITAR,BLITAR,INDONESIA",RSU AULIA BLITAR,Indonesia
"RS PERTAMINA CIREBON , CIREBON, Indonesia",RS PERTAMINA CIREBON,Indonesia
"KLINIK PRATAMA TABITA,SURABAYA,INDONESIA",KLINIK PRATAMA TABITA,Indonesia
"RS RS. ANTAM MEDIKA, JAKARTA, INDONESIA",RS ANTAM MEDIKA,Indonesia
"RS RS. ANTAM MEDIKA, JAKARTA,INDONESIA",RS ANTAM MEDIKA,Indonesia
"RS APOTEK GANGSAR REJEKI,Bangil,INDONESIA",APOTEK GANGSAR REJEKI,Indonesia
"RS dr. J.B. H. Bowo,SURABAYA,INDONESIA",RS DR J B H BOWO SPPD,Indonesia
"RS COLUMBIA ASIA PULOMAS , JAKARTA TIMUR, Indonesi",COLUMBIA ASIA PULOMAS,Indonesia
"RS CENTRE FOR FOOT AND ANKLE SURGERY,SINGAPORE,SIN",CENTRE FOR FOOT AND ANKLE SURGERY SINGAPORE,Singapore
"RS METHODIST, MEDAN,INDONESIA",RS METHODIST MEDAN,Indonesia
"RS KASIH IBU TABANAN, TABANAN, Indonesia",RS KASIH IBU TABANAN,Indonesia
"RS Rumah Sakit Sari Asih Ciledug,TANGERANG,INDONES",RS SARI ASIH CILEDUG,Indonesia
"RS PARKWAY CANCER CENTRE,SINGAPORE,INDONESIA",PARKWAY CANCER CENTRE SINGAPORE,Singapore
"RS AZRA BOGOR , BOGOR, Indonesia",RS AZRA BOGOR,Indonesia
"RS APOTEK TIARA CITRA RAYA,SURABAYA,INDONESIA",APOTEK TIARA CITRA RAYA,Indonesia
"RS Rumah Sakitmum Elim Rantepao,SULAWESI SELATAN,I",RSU ELIM RANTEPAO,Indonesia
"RS MEILIA DEPOK , DEPOK, Indonesia",RS MEILIA,Indonesia
"RS AWAL BROS MAKASSAR , MAKASSAR, Indonesia",RS AWAL BROS MAKASSAR,Indonesia
"RS QUANTUM SARANA MEDIK KLINIK, DENPASAR, Indonesi",LAB QUANTUM SARANA MEDIK,Indonesia
"RS STANLEY EAR NOSE THROAT SINUS CENTRE PTE LTD,SI",STANLEY EAR NOSE THROAT SINUS CENTRE PTE LTD SINGAPORE,Singapore
"RS Apotik Djaja,BANDUNG,INDONESIA",APOTEK DJAJA,Indonesia
"RS ROYAL PRIMA MEDAN , MEDAN, Indonesia",RS ROYAL PRIMA MEDAN,Indonesia
"RS APOTIK LAUTAN BERKAT,JAKARTA BARAT,INDONESIA",APOTEK LAUTAN BERKAT,Indonesia
"LABORATIRUM KLINIK PRAMITA, SURABAYA,INDONESIA",LABORATORIUM DAN KLINIK PRAMITA,Indonesia
"RS PANTI RAPIH YOGYAKARTA , YOGYAKARTA, Indonesia",RS PANTI RAPIH,Indonesia
"RS TOEH Colon, Rectum general SURGERY,SINGAPORE,SI",TEOH COLON RECTUM & GENERAL SURGERY,Singapore
"RS SEMEN GRESIK , GRESIK, Indonesia",RS SEMEN GRESIK,Indonesia
"RS CHEW CHEW SURGERY Farrer PTE LTD,SINGAPORE,SING",CHEW CHEW SURGERY SINGAPORE,Singapore
"RS IMMANUEL BANDUNG , BANDUNG, Indonesia",RS IMMANUEL BANDUNG,Indonesia
"RS HERMINA PASTEUR BANDUNG , BANDUNG, Indonesia",RS HERMINA PASTEUR,Indonesia
"RS MEDIKA PERMATA HIJAU JAKARTA BARAT , JAKARTA BA",RS MEDIKA PERMATA HIJAU,Indonesia
"RS RS. DIRGAHAYU SAMARINDA,SAMARINDA,INDONESIA",RS DIRGAHAYU SAMARINDA,Indonesia
"RS RS. PERTAMINA CILACAP,CILACAP,INDONESIA",RS PERTAMINA CILACAP,Indonesia
"RS island orthopaedic consultants,SINGAPORE,SINGAP",ISLAND ORTHOPAEDIC CONSULTANS PTE LTD SINGAPORE,Singapore
"RS MEDICAL CLINIC ONE PTE LTD,SINGAPORE,SINGAPORE",MEDICAL CLINIC ONE PTE LTD SINGAPORE,Singapore
"RS SANTOSA BANDUNG INTERNATIONAL BANDUNG, BANDUNG,",SANTOSA BANDUNG INTERNATIONAL HOSPITAL,Indonesia
"RS HALMAHERA MEDIKA,BANDUNG,INDONESIA",RS HALMAHERA MEDIKA,Indonesia
"RS PLUIT JAKARTA,JAKARTATARA,INDONESIA",RS PLUIT,Indonesia
"RS PLUIT JAKARTA, JAKARTATARA,INDONESIA",RS PLUIT,Indonesia
"RS PLUIT JAKARTATARA , JAKARTATARA, Indonesia",RS PLUIT,Indonesia
"RS KHUSUS BEDAH HALIMUN,JAKARTA,INDONESIA",RS KHUSUS BEDAH HALIMUN,Indonesia
"RS HERMINA KEMAYORAN, JAKARTATARA, Indonesia",RS HERMINA KEMAYORAN,Indonesia
"LABORATORIUM KLINIK PRODIA,SURABAYA,INDONESIA",PRODIA,Indonesia
"RS PRODIA, LABORATORIUM CLINIC SIDOARJO, SIDOARJO,",PRODIA,Indonesia
"RS PURI GALERI BERSALIN, Malang,INDONESIA",RSB PURI GALERI,Indonesia
"RS Dr. SUSANTO NUGROHO,MALANG,INDONESIA",DR SUSANTO NUGROHO,Indonesia
"RS LIBERTY ORTHOPAEDIC CLINIC, SINGAPORE",LIBERTY ORTHOPAEDIC CLINIC SINGAPORE,Singapore
"RS UNIVERSITAS HASANUDDIN,MAKASSAR,INDONESIA",RS UNIVERSITAS HASANUDDIN,Indonesia
"RS BHAYANGKARA BANDA ACEH,BANDA ACEH,INDONESIA",RS BHAYANGKARA BANDA ACEH,Indonesia
"RS Balai Pengobatan Casa Medicaltama,BATAM,INDONES",RS BALAI PENGOBATAN CASA MEDICA UTAMA,Indonesia
"RS MATANDAAN SURABAYA , SURABAYA, Indonesia",RS MATA UNDAAN,Indonesia
"RS Rumah Sakit PKU Muhammadiyah, Surakarta.",RS PKU MUHAMMADIYAH SURAKARTA,Indonesia
"RS BUDI KEMULIAAN BATAM , BATAM, Indonesia",RS BUDI KEMULIAAN BATAM,Indonesia
"RS The Dermatology Practice (Gleneagles),SINGAPORE",DERMATOLOGY PRACTICE SINGAPORE,Singapore
"RS SBCC BabyChild Clinic (SBCC Clinic Pte Ltd),SIN",SBCC CLINIC PTE LTD SINGAPORE,Singapore
"LABORATORIUM KLINIK- BIO MEDIKA,JAKARTA,INDONESIA",BIOMEDIKA LABORATORIUM KLINIK,Indonesia
RS Rumah Sakit Cipto Mangunkusumo Kencana.JAKARTA,RSUP DR CIPTO MANGUNKUSUMO KENCANA,Indonesia
"RS HARAPAN KELUARGA MATARAM , MATARAM, Indonesia",RS HARAPAN KELUARGA MATARAM,Indonesia
"RS RS. CIPTO MANGUNKUSUMO KENCANA,JAKARTA,INDONESI",RSUP DR CIPTO MANGUNKUSUMO KENCANA,Indonesia
"RS HERMINA DAAN MOGOT , JAKARTA BARAT, Indonesia",RS HERMINA DAAN MOGOT,Indonesia
"RS Rumah Sakitmum Daerah ""Dr. Saiful Anwar"",MALANG",RSUD DR SAIFUL ANWAR MALANG,Indonesia
"RS REKSA WALUYA MOJOKERTO , MOJOKERTO, Indonesia",RS REKSA WALUYA MOJOKERTO,Indonesia
"RS RSU Palang Biru,KEBUMEN,INDONESIA",RSU PALANG BIRU KEBUMEN,Indonesia
"RS JAKARTA HEART CENTER,JAKARTA,INDONESIA",RS JAKARTA HEART CENTER,Indonesia
"RS SMG Orthopaedic Group,SINGAPORE,SINGAPORE",SMG ORTHOPAEDIC GROUP PTE LTD SINGAPORE,Singapore
"RS THE NEW BRAIN CLINIC,SURABAYA,INDONESIA",RS THE NEW BRAIN CLINIC INDONESIA,Indonesia
"RS Dr. Satrio,SpB.SpOT.FICS,SURABAYA,INDONESIA",DR SATRIO SPB SPOT FICS,Indonesia
"RS LABORATORIUM MEDIS SPEKTRUM,SURABAYA,INDONESIA",LABORATORIUM MEDIS SPEKTRUM,Indonesia
"RS Apotik Kimia Farma Darmawangsa,Surabaya,Indones",KIMIA FARMA,Indonesia
"RS CLINICAL LABORATORY DEWANI,BALI,INDONESIA",CLINICAL LABORATORY DEWANI,Indonesia
"KLINIK MATA SURABAYA,SURABAYA,INDONESIA",KLINIK MATA SURABAYA,Indonesia
"RS Rumah Sakit Methodist,Medan,Indonesia",RS METHODIST MEDAN,Indonesia
"RS RUMAH SAKIT PLUIT,JAKARTATARA,INDONESIA",RS PLUIT,Indonesia
"RS HUANG EAR NOSE THROAT SURGERY PTE LTD,SINGAPORE",HUANG EAR NOSE THROAT SURGERY PTE LTD SINGAPORE,Singapore
"RS OMNI MEDICAL CENTER JAKARTA TIMUR , JAKARTA TIM",OMNI MEDICAL CENTER,Indonesia
"RS RSIA BUNDA ASY-SYIFA, Bandar Lampung,INDONESIA",RSIA BUNDA ASY SYIFA,Indonesia
"KLINIK K.T CHOW S/B,MELAKA,MALAYSIA",KT CHOW SB MALAYSIA,Malaysia
"RS ST ELISABETH BEKASI , BEKASI, Indonesia",RS ST ELISABETH BEKASI,Indonesia
"RS RSIA, CATHERINE BOOTH, MAKASSAR,INDONESIA",RSIA CARTHERINE BOOTH,Indonesia
"RS Santoso Hospital, Bandung,INDONESIA",SANTOSA HOSPITAL BANDUNG,Indonesia
"RS BUMRUNGRAD HOSPITAL, BANGKOK, Thailand",BUMRUNGRAD INTERNATIONAL HOSPITAL,Thailand
"RS APOTEK KIMIA FARMA, SURABAYA,INDONESIA",KIMIA FARMA,Indonesia
"RS TALENTA HUSADA,TANGERANG SELATAN,INDONESIA",RS TALENTA HUSADA,Indonesia
"RS APOTIK K-24 TROPODO,SIDOARJO,INDONESIA",APOTEK K24,Indonesia
"RS Rumah Sakit Emanuel, Banjarnegara,INDONESIA",RS EMANUEL BANJARNEGARA,Indonesia
"LABORATORIUM KLINIK PRIMA DIAGNOSA, Banjarnegara,I",LABORATORIUM KLINIK PRIMA DIAGNOSA,Indonesia
"RS Rumah Sakit Cipto Mangunkusumo Kencana,JAKARTA,",RSUP DR CIPTO MANGUNKUSUMO KENCANA,Indonesia
"RS Raffles Medical,SINGAPORE,SINGAPORE",RAFFLES HOSPITAL SINGAPORE,Singapore
"RS Dr. Novita,Msi.Med,SpA,SEMARANG,INDONESIA",DR NOVITA MSI MED SPA,Indonesia
"RSUPN DR CIPTO MANGUNKUSUMO Klinik Khusus Urologi,",RSUP DR CIPTO MANGUNKUSUMO,Indonesia
"RS AWAL BROS BEKASI BARAT , BEKASI, Indonesia",RS AWAL BROS BEKASI BARAT,Indonesia
"RS HARAPAN BERSAMA SINGKAWANG , SINGKAWANG, Indone",RS HARAPAN BERSAMA SINGKAWANG,Indonesia
"RS MITRA KELUARGA BEKASI TIMUR , BEKASI, Indonesia",MITRA KELUARGA BEKASI TIMUR,Indonesia
"RS ADVENT LAMPUNG , BANDAR LAMPUNG, Indonesia",RS ADVENT LAMPUNG,Indonesia
"RS W.LUMAN DIGESTIVE AND LIVER CLINIC,SINGAPORE,SI",W LUMAN DIGESTIVE AND LIVER CLINIC SINGAPORE,Singapore
"RS RSIA CATHERINE BOOT, Makassar,INDONESIA",RSIA CARTHERINE BOOTH,Indonesia
"RS GLENEGLES MEDICAL CENTRE, SINGAPORE,SINGAPORE",GLENEAGLES HOSPITAL,Singapore
"RS PANTI NIRMALA MALANG , MALANG, Indonesia",RS PANTI NIRMALA,Indonesia
"RS Apotik K-24,JAKARTA TIMUR,INDONESIA",APOTEK K24,Indonesia
"RS Dr. RUKMA JUSLIM,SURABAYA,INDONESIA",DR RUKMA JUSLIM,Indonesia
"RS NATIONALNIVERSITY HOSPITAL (NUH), SINGAPORE, Si",NATIONAL HOSPITAL SURABAYA,Indonesia
"RS PANTI WALUYO SURAKARTA , SURAKARTA, Indonesia",RS PANTI WALUYO SURAKARTA,Indonesia
"RS RSUP DOKTER KARIADI SEMARANG,SEMARANG,INDONESIA",RS DOKTER KARIADI,Indonesia
"LABORATORIUM KLINIK PRAMITA,SURABAYA,INDONESIA",LABORATORIUM DAN KLINIK PRAMITA,Indonesia
"LABORATORIUM KLINIK PRAMITA,MEDAN,INDONESIA",LABORATORIUM DAN KLINIK PRAMITA,Indonesia
"RS BHAYANGKARA MAKASAR,MAKASSAR,INDONESIA",RS BHAYANGKARA MAKASSAR,Indonesia
"RS LIBERTY ORTHOPAEDIC CLINIC PTE LTD,SINGAPORE,SI",LIBERTY ORTHOPAEDIC CLINIC SINGAPORE,Singapore
"Klinik Praktek Fisioterapi,JOMBANG,INDONESIA",KLINIK FISIOTERAPI,Indonesia
"RS TAMBAK JAKARTA PUSAT IA, JAKARTA PUSAT, Indones",RSIA TAMBAK,Indonesia
"RS BRAWIJAYA WOMEN CHILDREN JAKARTA SELATAN , JAKA",BRAWIJAYA WOMEN & CHILDREN HOSPITAL,Indonesia
"RS BRAWIJAYA WOMEN CHILDREN JAKARTA SELATAN , JAK",BRAWIJAYA WOMEN & CHILDREN HOSPITAL,Indonesia
"RS JOGJA INTERNATIONAL HOSPITAL , YOGYAKARTA, Indo",JOGJA INTERNATIONAL HOSPITAL,Indonesia
"RS SINT CAROLUS SERPONG TANGERANG IA, TANGERANG, I",RS ST CAROLUS,Indonesia
"RS SAHID SAHIRMAN MEMORIAL JAKARTA PUSAT , JAKARTA",RS SAHID SAHIRMAN MEMORIAL JAKARTA PUSAT,Indonesia
"RS MITRA KELUARGA TEGAL , TEGAL, Indonesia",MITRA KELUARGA TEGAL,Indonesia
"RS RUMAH SAKITMUM MAMAMI, KUPANG,INDONESIA",RS UMUM MAMAMI,Indonesia
"RS METHODIST MEDAN,MEDAN,INDONESIA",RS METHODIST MEDAN,Indonesia
"KLINIK Dr. Kipsanang Akemah,SpB,MAKASSAR,INDONESIA",DR KIPSANANG AKEMAH SPB,Indonesia
"KLINIK Dr. G. SOEPRAPTO, Sp.RM. MALANG,INDONESIA",Dr G SOEPRAPTO SpRM,Indonesia
"RS ARI CANTI GIANYAR , GIANYAR, Indonesia",RS ARI CANTI GIANYAR,Indonesia
"KLINIK Dr. G. SOEPRAPTO, Sp.RM,MALANG,INDONESIA",Dr G SOEPRAPTO SpRM,Indonesia
"RS INDRIATI, Sukoharjo,INDONESIA",RS INDRIATI,Indonesia
"RS Drg. Harry.H,BANDUNG,INDONESIA",DRG HARRY H,Indonesia
"RS Rumah Sakitsada, Sidoarjo,INDONESIA",RSUD SIDOARJO,Indonesia
"RS Hui Kok Pheng Respiratory Clinic,SINGAPORE,SING",HUI KOK PHENG RESPIRATORY ANDINTERNAL MEDICINE CLINIC,Singapore
"RS Surgery Center For Childre PTE LTD,SINGAPORE,SI",SURGERY CENTRE FOR CHILDREN PTE LTD SINGAPORE,Singapore
"RS EYE RETINA SURGEONS, SINGAPORE,SINGAPORE",DEYE RETINA SURGEONS SINGAPORE,Singapore
"RS SINT CAROLUS SERPONG TANGERANG RSIA, TANGERANG,",RS ST CAROLUS,Indonesia
"Klinik Dr. Weny Tjiali,SERPONG,INDONESIA",DR WENY TJIALI,Indonesia
"RS ROEMANI MUHAMMADIYAH SEMARANG , SEMARANG, Indon",RS ROEMANI MUHAMMADIYAH,Indonesia
"RS PELNI JAKARTA BARAT , JAKARTA BARAT, Indonesia",RS PELNI,Indonesia
"RS IMANUEL WAY HALIM BANDAR LAMPUNG , BANDAR LAMPU",RS IMMANUEL WAY HALIM,Indonesia
"RS MUHAMMADIYAH AHMAD DAHLAN KEDIRI , KEDIRI, Indo",RS MUHAMMADIYAH AHMAD DAHLAN KEDIRI,Indonesia
"RS BALI ROYAL HOSPITAL DENPASAR , DENPASAR, Indone",BALI ROYAL HOSPITAL (BROS),Indonesia
"RS RSPAD GATOT SOEBROTO,JAKARTA PUSAT,INDONESIA",RSPAD GATOT SOEBROTO,Indonesia
"RS PLUIT,JAKARTATARA,INDONESIA",RS PLUIT,Indonesia
"RS SARI MULIA BANJARMASIN , BANJARMASIN, Indonesia",RS SARI MULIA BANJARMASIN,Indonesia
"RS RICHARD CHEW SURGERY PTE LTD,SINGAPORE,SINGAPOR",RICHARD CHEW SURGERY PTE LTD SINGAPORE,Singapore
